polygon_row_id,map_class_clean,lifeform_clean,acres_numeric,adjacent_freshwater_anchor,adjacent_tidal_anchor,near_model_site,near_model_site_ids,near_map_edge,split_class,movement_group,base_cost,is_barrier,classification_status,decision_reason
92021,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.01330970564421723,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92022,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.0939428732971187,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92023,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.014665754051781806,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92024,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.022543550411385255,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92025,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.03743412424328288,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92026,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,1.5729276469567,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92027,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.06759460226359668,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
92028,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.07113424016951213,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92029,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.08436215228281466,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92030,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.2118307898576749,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92031,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.017308484043347647,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
92032,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.03821611156455977,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
